rating_no,,id,age_category,book_genre,rating_no,tokenised_text,n_tokens
3.0,209819,review_677950904,Adult,Non fiction,3.0,obviously interesting reason historical document persecution jews illustration development jewish girl woman difficult circumstance depth maybe authentic,17
3.0,103129,review_2362416736,Adult,Literary fiction,3.0,man make promise mother lie die look father meet cue odyssey rural backland find father dead village live abandon save ghost past vague impossible pin gauze fog twylight spartan prose centre love story rake bastard hamlet truly love insane wife go poor lass shame little militia boy not know,49
3.0,90441,review_2430598723,Adult,Literary fiction,3.0,read book great book club salon reader suppose opinion book discussible great books event book topical boy separate parent have way learn reunite root writing meandering book take good piece meorie fleeting association poignant ultimately find book go direction good prolong discussion,42
3.0,7480,review_926181113,Young adult,Popular fiction - general,3.0,favorite good like character find grader dialogue voice little character feel like terribly flesh favorite good read reading prompt book shelf,21
3.0,5433,review_2746632772,Adult,Literary fiction,3.0,get book maybe pick someday maybe begin read hear go produce series watch bet beautiful,15
3.0,33489,review_2831093786,Adult,Literary fiction,3.0,live die tell story unnamed narrator woman writer live man name fall love hungarian man name live neighborhood young child inhabit animate world half wild woman free time judgement prejudice environment long prepared pronounce sentence world ready immediate answer lamentation pity joy happiness hunger thirst long alive live imagination rich yagé fantasy finally bring motion inside set immense radiate interruption emit ray world need beam point center life live useful like need like need rest life mystery define impact time think female friend want lead astray realize double creation calm energy narrator achieve mind go crazy say stay calm think stadtpark think leaf think garden tree princess tree bloom story touch heavily patriarchy hurry little tall step need link world try fall far malina interrupt protect think want protect prevent tell let talk male violence cling mother start scream yes incest notice mother silent unmoved beginning voice sound scream hear hear mouth gape take away voice pronounce word want scream strain dry open mouth come know go crazy order stay sane spit father face saliva leave hardly breath mouth reach father untouchable nightmare gas chamber big gas chamber world defense gas father disappear know door die wish tell thing die father long tell betray resistance go beautifully write find hard read poetic abstract like existentialism work get lose exist feel satisfied new perspective feminism wartime,225
3.0,224231,review_2122965196,Children,Popular fiction - fantasy,3.0,mini review post lose important know feel possibly imagine pretty excited read book time read book idea book enjoy read book bore book amazing fine good bad character book pretty interesting villain creep favorite character cute feel urge hug read book think continue read series know feel like want continue read series book pretty good nonetheless love illustration book good interested read book suggest try read maybe enjoy review come today time read book pretty curious series know long time guess finally read,83
3.0,13772,review_2265156126,Children,Popular fiction - fantasy,3.0,realize tiny little book cruel prince holly black come oogle rave decide time get acquaint know child story figure start plus library audiobook version highly accessible realize audiobook include volume tiny series book audiobook listen speed fly cute introduction story sibling whimsy hide room secret scratch wall,47
3.0,291040,review_1531390937,Children,Popular fiction - fantasy,3.0,good good little hard like main character spend book criticize self estime girl,13
3.0,83839,review_2129209575,Young adult,Popular fiction - fantasy,3.0,love concept book fall right world create narrative little clunky time fully feel like understand protagonist motivation action reaction italicized inner monologue intrigue want read rest series good sign,29
3.0,235589,review_976974092,Young adult,Popular fiction - general,3.0,beautiful bittersweet book love love book fully love film version buy actually usual usually love book movie,17
3.0,197250,review_430973751,Children,Popular fiction - fantasy,3.0,world intricate far reach easy submerge oneself forgive flaw occasional rambling preachiness increase chronologically allegory hurt strength think reader treat story world extend parable literal manifesto enjoy reader fault choose focus power child imagination morality clearly crown jewel work find think life individual character main relationship story especially prince caspian think worth read actually necessary want grounded background child literature,60
3.0,202213,review_141455272,Children,Literary fiction,3.0,amazingly difficult friendly familiar illustration go hope someday breeze,9
3.0,47386,review_254737436,Adult,Literary fiction,3.0,book terrifying fucking depressing incredible piece literature think try read,10
3.0,194099,review_566946611,Adult,Literary fiction,3.0,bad original unfold story unique love story unusual character sad compelling stay,12
3.0,215732,review_3291561965,Adult,Literary fiction,3.0,time read novella find commentary play interesting think work length,10
3.0,13144,review_738009933,Children,Literary fiction,3.0,original pooh story different one remember childhood know nonsense book surprisingly similar part particularly song poem fond make story spot son son teddy bear,24
3.0,63250,review_585152293,Young adult,Popular fiction - general,3.0,denying highly emotional book cry time enjoy book like character yes emotionally move story like maybe miss grasp,18
3.0,180771,review_32148799,Adult,Literary fiction,3.0,intelligent author tremendous facility write dialogue array character different age ethnicity socio economic background chapter book brilliant story white muslim bengali samad service story great grandfather contribution book falter story shift kid far interesting accessible character,36
3.0,290845,review_1037702550,Children,Popular fiction,3.0,easy read page turner try funny book huge disappointment beginning funny super predictable describe read couple chapter bother read kind writing tell story perfectly imagine embarrassing situation end know like element surprise suppose funny book,35
3.0,255513,review_1730952774,Adult,Literary fiction,3.0,like think worse make afraid reread solitude thoroughly enjoy guess little unfair compare ambitious scope thematically love meditation generational memory truly spectacular event eventually forget new generation repeat mistake elder result come new mistake mix lot story love honestly remember specific add general melancholy mood time look meditation love family etc focused love span generation fine enjoy fairy tale book unrequited love time idea critic come away interpretation maybe people root protagonist matter hard time root questionable passage obsession conflate love write culture difference passage character clearly rape fall love rapist begrudgingly skim pass write product bygone era wow surprised write like passage protagonist rape kid assault hire help read dramatically interpret word pretty hard stomach passage idea people write way clearly story poor lose soul true love turn obsessive psychopath deviance fairly unnoticed read way actually complex entertaining book albeit story long line hold good romance time read super cynical take love unfortunately kind book moment,157
3.0,133532,review_297697070,Adult,Literary fiction,3.0,book book story story reader leave wonder theological philosophical reflection mystify mystery come need know want enjoy book versed,19
3.0,47766,review_1815463710,Adult,Literary fiction,3.0,mixed feeling book hand popular right dress protest positive general concept good flashback early normal time material good discussion story flow good point boring rambling aspect story enjoy wish give large role probably relevance current political culture popular tv currently air recommend dystopian novel relevant time likely recommend,48
3.0,66909,review_3048385609,Adult,Literary fiction,3.0,meh perspective interesting book slow relationship boring find want book lot pointless character drone thing like point view immigrant believe help empathy struggle endure,24
3.0,58182,review_863281024,Children,Literary fiction,3.0,meh hear forever finally read think build know expect bit underwhelmed,11
3.0,204365,review_879210474,Adult,Literary fiction,3.0,like take world description good touch lot important basic factor existentialism find surreal psychological philosophical write beautifully book cuz sure people find boring exaggerating people able depth,27
3.0,17096,review_2351594575,Adult,Popular fiction - crime/mystery,3.0,intriguing story keep guess keep want read reluctant recommend recognise disturbing explicit time,13
3.0,136844,review_2386141154,Adult,Literary fiction,3.0,fantastical horror tale literary tradition interesting read,7
3.0,151013,review_7377851,Adult,Popular fiction - historical,3.0,book good disconnect author talk nazi occupation disturb maybe book hard write time passion time sole focus story bad read good fiction,22
3.0,13019,review_2116118022,Children,Literary fiction,3.0,feel bad head bump bump bump stair christopher abusive feel similarly classic stuff meh,14
3.0,40308,review_2780607294,Adult,Literary fiction,3.0,hard time writing beautiful story compelling magical realism special horrific act sexual violence assault way woman treat book way body claim powerful man life death absurd read guess important discuss event open way acknowledge happen happen stamp inevitable way thing disconcert enjoy book star,44
3.0,49519,review_726545275,Adult,Literary fiction,3.0,grumpy old man training hard time relentless misanthropy beautiful prose tough worthwhile read,13
3.0,245358,review_19661165,Children,Popular fiction - fantasy,3.0,come series series get reading fun burn academic reading love character lot yes philosopher hardcover edition definitely good series fun read,21
3.0,66020,review_1635799665,Adult,Literary fiction,3.0,pellucid book failure traditional masculinity compound disastrous cross cultural relation early christian missionary,13
3.0,227339,review_2624731039,Children,Popular fiction - fantasy,3.0,finally finally introduce fun quick read bit sure motivate read book series definitely good young reader sure know,18
3.0,61676,review_530938249,Adult,Popular fiction - crime/mystery,3.0,enjoy mystery strong varying voice present different narrator ending definitly unexpected wonder couple stay,14
3.0,157180,review_165357,Adult,Literary fiction,3.0,little bit hard imagine scene read teenager,7
3.0,273520,review_47613354,Adult,Non fiction,3.0,big fight marriage actually fight afternoon start house book course think book think fight,14
3.0,38475,review_1045026604,Adult,Literary fiction,3.0,come love relate way love fact realistic surrealism strange thing happen repetition name book life tell story meaning maybe add value soul relate lot thought keep go,27
3.0,133129,review_47919114,Adult,Popular fiction - historical,3.0,layer need read time good thing small,7
3.0,57171,review_14168286,Children,Popular fiction - fantasy,3.0,push finally come shove movie come digital cable plan read child novel appeal adult glad rare thing novel widespread appeal shame kid read,23
3.0,73318,review_3129209232,Adult,Popular fiction - historical,3.0,brilliant friend interesting book captivating story easy follow pleasant writing rhythm leave immediate desire binge read chapter finish page status influential book expectation meet ability vividly depict game grow live modest harsh neighborhood undeniably strong mist mystery present storytelling make exciting mystery spice story materialize friendship main character feel like borderline obsession mutually nourish strong unbreakable friendship character exist shadowy corner book purpose narrator event life friend admire truly grow merely replicate bit life exist know real purpose living say expectation future high question leave unanswere expect character learn evolve expect strong lesson hard life expect twist cliffhanger current read chapter,101
3.0,260899,review_391687901,Adult,Literary fiction,3.0,heightened sense smell turn creepy introvert creepy murderer creep factor,10
3.0,167592,review_1219697011,Adult,Literary fiction,3.0,book enjoy concise description pretentiousness waiter restaurant manager keen observation fascination importance give clothe wear food wine choose consistent part consistent waitress tight ponytail black pinafore art deco lamp lectern organic meat manager pinstripe suit problem exactly clear boil sort like certain designer glass glass add personality person wear contrary draw attention foremost pair glass forget reconcile plot device hinge reality sociopathic tendency attribute kind genetic trait identify utero scientific theory unknown reader believe crucial plot development enter understanding novel work genre fantasy instead write focus grim reality paint disturbing accurate picture morality disappointed choose great reveal story go shocking disturbing think provoking relevant story raise question society need engage,110
3.0,60757,review_2580707753,Adult,Literary fiction,3.0,good narration terrible story horrifying surprising human nature channel establishment monotheocratic system,12
3.0,75167,review_1241926006,Children,Literary fiction,3.0,grow watch cartoon surprised base age book grow voice character rabbit kind crazy xenophobe life peril completely oblivious innocent open minded idea child frequently close minded adult voice come child character husband enjoy chuckle read aloud infant sure read book get old prefer dash playground say condescending thing like little brain child,52
3.0,30176,review_2460347138,Adult,Literary fiction,3.0,short story novel read lengthy tale b good place start ending surprise telegraph title end meandering interesting tale try,19
3.0,25511,review_1601888248,Adult,Popular fiction - historical,3.0,favorite spite terrible tragedy title book dwell read carefully actually miss event old appear learn lot character likable long,19
3.0,238048,review_41077274,Adult,Literary fiction,3.0,love uneasy guess amazing thing turn true write,8
3.0,124426,review_1072741022,Adult,Popular fiction - crime/mystery,3.0,review contain spoiler warn book load hype know go story aware fresh eye free spoiler start grip mysterious warrant suspicion diary entry rife psychological issue keep read format story weigh previous excitement interest character ebb away particular irritate read give book star beginning promising book break section perspective show past tense linear time straightforward plot diary entry past onward break story beginning middle book frame work tease tension provide background couple relationship end book start shift page issue book cinematic tool author try toe jump perspective perspective feel like book version strobe light need paragraph length chapter character invest hop madly despite title suggest real protagonist story suffering relationship crush press main conflict story section want likeability interesting complexity grow character go flat odd emotional surprise unfortunate reveal happen midway book fact buzzkill share disappointment frustrate intelligent complex read odd craziness annoy instead frustrated character ultimately book lack thrill factor time pick finish book time go run space tbr shelf beginning impressive probably pick book future,166
3.0,282969,review_871757096,Adult,Literary fiction,3.0,find structure book extremely interesting connect character public fancy place discuss personal matter sense like dark family entertain,18
3.0,189256,review_3120302462,Adult,Literary fiction,3.0,ok begin beginning captivate overall plot interesting enjoy character development ending leave feel satisfied surprised extent ending see come good book read hear story great personally think reputation far precede think take time reread year time opinion change busyness life particular period able immerse fully story,46
3.0,32654,review_1689079823,Adult,Literary fiction,3.0,part definitely enjoy part bit slow end thing little disjointed,10
3.0,245677,review_2022496659,Adult,Literary fiction,3.0,undecided rating enjoy book completely like overall sense humor peculiar situation character example description pub customer clever give interesting critical ironical picture modern plot lack structure time character merely puppet author move motive thin novel want talk lot thing remain blurred unprecise happen character sadly abandon,46
3.0,164603,review_26459654,Adult,Literary fiction,3.0,star omg glad read book month take ridiculous enjoy page page middle book real slog hard time maintain interest point think good book wish middle captivate,26
3.0,144637,review_1425239962,Adult,Literary fiction,3.0,dark disturb utterly depress head great read,7
3.0,224687,review_964258496,Adult,Literary fiction,3.0,finally finish book happy proud write lot note blank page end book write review time arrange thought,17
3.0,221871,review_3146233529,Adult,Popular fiction - fantasy,3.0,book give strong feeling author keep forget book write,9
3.0,203884,review_741833051,Adult,Literary fiction,3.0,recommend reservation book generally misogynist instance islamophobic end try complete express certain disapproval unfortunately little late especially character largely base life write love good pessimistic piece difference pessimism plain old spite,31
3.0,176146,review_922177740,Adult,Literary fiction,3.0,book beautiful time mediocre theme story write race identity pack punch completely understand great praise go stop give book star story drag singular driving love story plot line book feel dull walk want love story little sad walk away little underwhelmed book great moment kink pun story character time story feel like define man aka relationship let explain story kind start main character fall main character story revolve go affect make care subsequent relationship main character reader wait book obinze know way important thing book like wonderful blog post love story plot line way move story feel hella boring time drop book star rating star novel star book lose star land solid star novel obinze time feel like real character find question dialog action like okay suppose male character calm version female character male part plain construct feel real believable find enjoy chuck story complete dedicated obinze let good story pack heck punch race blog post internal dialog real transparent race leave socially racially aware reader feel like read outsider prospective nice blog post witty think time feel like place story story good job show immigrant feel come american feel leave home country return enlighten alight lot good story portray flawless think expect story feel like dragger male character feel dimensional time problem main character male story theme think go walk away happy walk expect package feel like leave want,230
3.0,108756,review_2716316432,Adult,Popular fiction - crime/mystery,3.0,think cute beginning time turn asshole care oh poor go missing have affair clue point infidelity basically typical wife go missing husband immediately guilty kind story clue evidence damn smoking gun body evidence directly link disappearance hand alive absolutely enjoy frame husband version silent treatment get sex awhile mad husband want big way have affair hire lawyer find purposely frame disappearance try tell lawyer sister buy community know know sweet shy likable girl confide neighbor control abusive oh yeah fake journal exploit bad marriage afraid truth matter lie finally get tired people find toxic marriage mean let stop think maybe date come lot reason wait long reveal matter idiot point story psychotic point hope get run truck make harrowing escape captor happen ex stalker boyfriend mess relationship get tired write review escape murder look like hold captive rape admit decide write expose past relationship show true psychotic self little recon work purposely get pregnant good fashioned way sperm sperm bank save well place try pregnant think tell tell truth point know work sperm bank inseminate woman sperm husband husband know feel look look read fine print donate sample people wife use marriage shitter process file divorce note parent absolutely oblivious want stamp dumb ass forehead like head sand strange reason related like book wrap say delete book sure child child want child want think read point decide stay want psycho raise child want involve save child mother oh boy congratulation book well able kill away frame murder book lot well save add donate pile book hide spoiler,257
3.0,234842,review_1916028955,Children,Literary fiction,3.0,short book fairly large space text drawing page manage finish famous novella translate language print reprint time recommend possible read original french glad choose english translation follow pilot crash plane desert meet young boy prince little prince title prince proceed form friendship pilot tell get home planet story follow overall moral message book slightly odd quote translate english read heart essential invisible eye book hold childhood let adult passion retain childhood creativity adult remember enjoy life young pro con grow definitely significant theme novella bizarre message respect way execute come bit strange plot ordinary certainly give think have say funny moment beginning narrator talk want artist young child reference drawing draw draw explain adult come misinterpret totally bit anybody chuckle prince recount story different planet visit arrive section amuse crazy completely bonker favourite part translate prince say drinker drink reply drinker mournful drink ask little prince forget reply drinker forget little prince enquire feel sorry forget embarrassed confess drinker lower head embarrassed embarrassed drinking little prince leave perplex grown up definitely bizarre whilst message interesting odd humour definitely enjoy give star,181
3.0,117566,review_352208671,Adult,Popular fiction - historical,3.0,sure remember time happy finish book anglophile period favorite writing style easy figure sudden change scene voice style like stream consciousness glad read largely portrayal long time ready dive sequel,30
3.0,146402,review_508580025,Adult,Literary fiction,3.0,buddenbrooks live world alien particularly resonant book slow steady be winner,11
3.0,47780,review_1457543523,Adult,Literary fiction,3.0,strange story certainly hold interest decide ending exceptionally clever easy cop,11
3.0,29697,review_4619471,Adult,Literary fiction,3.0,master storyteller work actually read spanish live,7
3.0,123322,review_1906739633,Adult,Literary fiction,3.0,popsuar reading challenge book immigrant refugee star book give aunt fond bookshelf promptly forget flash forward beginning challenge remind own book friend begin read say enjoy rest history let dive story bear raise fall love attend school later drift apart life different direction follow aunt nephew begin attend university obinze try follow deny visa embark undocumented life use experience black woman american begin successful race blog obinze end find business success start family unsurprising turn event path cross book enjoyable relationship obinze read adjust life read custom colloquialism point view incredibly interesting read blog entry experience race black picture blog entry come directly experience nigerian woman come powerful read like story reveal piece sit salon have hair braid record idea go hair braiding talk process novel go wrong story throw tale nearly flesh interested time story try cut want romance obinze feel unnecessary like suppose support sake romance feel invest relationship ending anticlimactic try hard happy ending end rush story conclusion reader ultimately care reader invest career success relationship line book offer enjoyable humorous look nigerian culture challenge immigrate relevant commentary race relation country qualm extraneous romance recommend,188
3.0,108655,review_367424125,Adult,Popular fiction - crime/mystery,3.0,take finish come realization happen story entertaining mean amazing plot twist come want know happen start halfway book page drag personally like book engage chapter like urgency know happen end find character real jerk jerk nonetheless time finish hate basically villain empathize sympathize,43
3.0,28717,review_3332401780,Adult,Literary fiction,3.0,style narration unique intelligently writer part interesting point read book find thought wander feeling able appreciate book read later,19
3.0,258240,review_1461986270,Adult,Popular fiction - historical,3.0,start book time finally decide slog care page well abandon get well like ending immediately pick book recommend read prepared slow beginning immediately want read series,26
3.0,262275,review_1356605074,Adult,Literary fiction,3.0,read book like hell happen entire town know murder place body care stop mishap,14
3.0,253477,review_2231271638,Adult,Literary fiction,3.0,love love lot reason reader mention keep wait wait context world end way birth problematic thing hint answer way feel like remark add page explanation,25
3.0,210556,review_160416639,Adult,Literary fiction,3.0,book beautiful think cholera synonym old age novel enjoy story wait long old age like read mistress write detailed way take time read understand maybe translate way feel like watch entire story love write love letter forth romance obviously time way communicate book show love successful patience dedication passion good dedication allow finally win issue relationship marriage like lie virgin know lie lie think people perfect love intention small moment matter classic book require perseverance read great book,78
3.0,160227,review_94432092,Adult,Popular fiction - fantasy,3.0,horrible controversial kill book effect author portrayal like believe lot religious anti religious sentiment end series,16
3.0,101117,review_35224906,Adult,Literary fiction,3.0,think get lose numerous character way auto pilot definitely fun writing book maybe worth read time stick beach time commit,20
3.0,8803,review_2083879289,Adult,Popular fiction - historical,3.0,think suffer high expectation hubbub book definitely recommend real read air grace flourish actually feel kinda like read diary uncertainty boringness contradiction confession happy series feel like start skin character excited come,32
3.0,170523,review_2946669861,Adult,Literary fiction,3.0,interesting picture world world look like government gain control think feel bit stark cold feel strongly character worthwhile read,19
3.0,247093,review_281081298,Children,Literary fiction,3.0,read humor think probably mean enjoy gentle pace story illustration course,11
3.0,143220,review_2147402056,Children,Popular fiction - general,3.0,question author inspire write novel cartoon unique interesting format chapter book recommend book boy middle school main character middle school boy try find place world book write novel cartoon appeal reluctant reader funny illustration story engage entertain middle school boy overall book chuckle time huge fan book reader educator point book appropriate encourage bad choice behavior,56
3.0,18686,review_967026896,Adult,Literary fiction,3.0,set read degree definitely novel pick grateful african literature course truly open mind literature outside canon norm non western novel intrigue unique narrative read year remember plot sad ending remember enjoy freshness point reading western character western setting preoccupy western concern read nigerian tribesman nigerian culture great change pace need schedule reread read rush university memory book unfortunately lose haze undergraduate english major look forward view old wise eye read properly take time revisit character absorb story,77
3.0,123858,review_941503503,Adult,Popular fiction - crime/mystery,3.0,mehhhhhherrrrrrraarhhhhhh okay sell twisty thriller get slog people big twist reveal cause fuck finally loud like audio book recording respond apologize keep go hate,24
3.0,51195,review_202354829,Adult,Literary fiction,3.0,devour ironically remember madeleine say,5
3.0,68014,review_2809171386,Adult,Popular fiction - historical,3.0,read challenge category book feature historical figure star historical fiction genre process choose book historical figure notice shelf library get recall highly praise figure read historical fiction story interesting think ultimately intermittently grab interest exciting event course book pop impress turn phrase feel connected head reside occasionally event have achieve victory sure strange occurrence character stream consciousness extremely grateful review read mention usually help reading process assumption,67
3.0,258897,review_1398857403,Adult,Popular fiction - historical,3.0,lot people love book find rhythm writing tough get good way protagonist hear good debate want read,17
3.0,33876,review_361028088,Young adult,Popular fiction - fantasy,3.0,type person like book adventure fantasy science fiction horror love person read book genre reckless adventurous book book amazing character go long journey mirror break spell cast character think read character go mirror father study enter new world go mirror enter little disrespectful curious intelligent character character stupid dependant inconsiderate girl excellent character shape shifter brave intelligent skillful main character character spell cast human turning different stone color animal human stay certain time let tell adventure start start child wake middle night sneak father study approach mirror see little note say way mirror person reflection enter new world hand reflection face change meet fox later start follow get mess turn want know go thing enter mirror world character book call spell valiant character save twice book part book feel annoyed stupid character clue go think carry knife pistol order protect depend people come save hand enjoy book funny white color defeat turn tree end normal live mirror world,158
3.0,202304,review_65712853,Children,Picturebook,3.0,love classic book fanastic artwork describe caterpillar eat add twist lollipop sausage review fruit number illustration colorful vibrant great young reader,21
3.0,29046,review_281521710,Adult,Popular fiction - historical,3.0,short lyrical tale desire structure wander french silk breeder illicit venture search disease free silkworm explore concept love desire subdued way stylistically reminiscent old fashioned fable suspect book frustrate like recommend,31
3.0,176241,review_3385235644,Adult,Literary fiction,3.0,thing like ifemulu freedom sexuality expression overall lack hesitation speak create cool conversation eavesdrop description life especially high school university social scene described interesting outsider enjoy blog post find quick moving aspect story term language write moment stick talk black woman author write racism beautiful prose write racism like definitely plan continue diversify reading think critically read adichie good writer feel confused happen write scene realistic variable way feel life like accessible reader say book kind disappointment reason describe thing like feel like heavy handed editor involve book scene happen truly feel serve purpose bored frankly annoy want character care climax undeveloped unresolved handle haphazardly opinion page drag hard skip passage find overall agree lot view feel lot like great novel lot like collection anecdotally present opinion opinion enjoy hear come story feel somewhat jippe end,136
3.0,250954,review_419407377,Children,Popular fiction - fantasy,3.0,kind depressing book adult perspective lol kid entertaining read,9
3.0,161635,review_2215922615,Adult,Literary fiction,3.0,love read get start book write writing distinctly french story languid sense idleness people enjoy moment character generally restless heroine young daughter apparently widow playboy spend father mistress rent villa like ripe romance adventure suddenly severe old friend mother arrive like father friend smart sophisticated eye judgmental father carefree bohemian life see threat dire consequence read story lot similarity center rich listless young woman time hand verge adulthood eager game realize late mistake story end form tragedy involve automobile capote ending abrupt tragic ending predictable compare certain smile author stress heartache palpable maybe unlike novel go bring sadness write like lazy rich kid interesting hard sympathize problem quick read lovely story fan favourite,113
3.0,31624,review_2781937040,Adult,Literary fiction,3.0,blindness book express way people act difficult situation epidemic blindness central topic book story progress find person get blind tell story people affect epidemic struggle way main character doctor wife ending pretty confusing think finish recommend time read carefully part confusing especially way person specific overall okay book,48
3.0,34680,review_2306816326,Young adult,Popular fiction - fantasy,3.0,want read book time love time travel theme look theme genre plot fairly interesting exciting read onwards till end book maybe snail pace beginning want finally describe synopsis time travel overly simple incomprehensibly complicated consider ya book think alright writing translation flow match plot dialogue good comprehension character demise character like gwen thoroughly dislike fact dear backbone reason keep read wait grow moment finally realize condescending jerk trust bit good point look fencing oh realize beginning definitely stop fall time groan inwardly romantic emotion present point view clear choice maybe old book awhile skim romantic scene book irritate maybe mind thank god read book gwen believe fall love complete douche justify long smoke hot smoking hotness way disappear thin air time openend mouth imagination simply strong conjure handsome face character bland arrogant overall book star keep edge decide time travel agitate gwen story clue go read book precious stone trilogy,150
3.0,61372,review_2959993319,Adult,Literary fiction,3.0,context book interesting important mind style writing definately read book come think start watch tv series well understanding certain part book reason give star feel like unanswered question bad consider long take book write answer question understand entire society change night ease maybe tv help little wide reading feel book repetitive lot happen guess lucky reading time book long wait,60
3.0,211720,review_2510407089,Adult,Literary fiction,3.0,blindness strike human civilization dissolve completely,6
3.0,268917,review_241581501,Adult,Literary fiction,3.0,actually know rate book writing take end enjoy find character fascinate want head read read notebook hand lot disturbing distressing aspect story include rape lot rape child molestation abortion bad identity doctor patient torture abuse glad eventually begin error way attempt redeem right set motion chain terrible event unnecessary pain alba character originally find naive end leave novel far interesting person sense desperately need hope wish show character early favorite miss character death know chilean history discuss political aspect magic insanity character interesting simply know rate book engage attention provoke discomfort clear handle feeling,94
3.0,124050,review_342276863,Adult,Popular fiction - crime/mystery,3.0,star book deserve high rating page book build tension good kind book unputdownable book get stupid silly end reviewer say come surprise true like think end story stop throw book wall think end rewrite thank give book,37
3.0,179357,review_268643851,Adult,Popular fiction - fantasy,3.0,new short review write garbage curse finish book sort person curse read sure current project close certain idea happy legal clear past page book write plot hate world dark violent boring bad period offer repackage touch fantasy manage dark unfun sort fantasy character unpleasant reprehensible main adult character prone dumb thing sake plot character like kid dwarf complex breath relief darkness stupidity frickin cool forgive mad obsession claim throne understand series suppose leave want want know happen want read anymore rape constant crude sex reference violence frequent uninspired tedious see certain character survive doubt massive trauma want happen shut home leave madden unaswered question sake brain think dare read anymore,110
3.0,30213,review_3350795307,Adult,Literary fiction,3.0,single thought memory minute detail experience single person town honour killing yes misogenistic rapist question commit rape question rapist good stinking riddance great writing unsympathetic victim decimated cadaver remind villian stab passenger train leave exhausted angry,36
3.0,148377,review_395207145,Young adult,Popular fiction - fantasy,3.0,enjoy style prose fond fairytale good example fairytale adaption market flood nice original,13
3.0,27661,review_2438781485,Adult,Literary fiction,3.0,writing great ending insane rest book bit slow exciting expect basically want murder,13
3.0,229365,review_238178228,Children,Popular fiction - fantasy,3.0,hate finish book consider page think worth read storyline thing rest book cute imaginative read remind lot favorite book favorite book sort surprised like think reason grab attention little long winded overly descriptive main point run theme bluebear adventure sort float adventure sort goal desire find milo try find princess desperately try queen goal adventure way meaning purpose book short goal think like lot star cup tea people like,69
3.0,106748,review_3042934868,Adult,Literary fiction,3.0,impressed book slowly reveal unreliable narrator beginning unlikable unrelatable inertia accept main character psychopath assumption main character start hero normally end way believe book read set think peaceful happy reason surprising true nature slowly reveal boring part book forgivable believe serve purpose hiding reveal hindsight nature ending feel anticlimactic execution hard believe woman lack moral compass son medical disorder depressing subject matter book enjoy star reading see base true story pretty horrific,72
3.0,66767,review_2953811579,Adult,Literary fiction,3.0,wish star take page book reach page disappointment strong woman weak need man right obinze find story typical love aunty uju cousin favorite,23
3.0,59826,review_300315445,Adult,Literary fiction,3.0,read wonderful read review bright cold day clock strike observe cruel fitting start grim ominous tale welcome dystopian world thought complete disregard privacy citizen comrade mind dwell fear knowledge chain manacle censorship world completely break fragment narrow domestic wall relate story everyman abhor oppression pursuit truth novel progress learn ghastly spartan society rule totalitarian government keep eye movement people suffer anxiety idea political despot keep tab citizen thought movement deeply unsettling milestone dystopian genre spawn entire legion novel focus world go awfully wrong key player story language newspeak remind conlang objective unification world single language read close heel tour de force animal farm able appreciate compare conformist motif run novel pleasure beauty lie childlike innocence draw brilliance intricately construct dystopian world shroud fear repulse reader basic level testimony genius mind hope day come live society strip bare knowledge shall meet place darkness,142
3.0,85331,review_872828099,Adult,Literary fiction,3.0,pick think wow cool interesting approach apocalyptic scenario disease make people blind book read people learn cope right sort horror quarantine process document protagonist fight life dignity madman book dark lot hope interesting,33
3.0,287678,review_157367322,Children,Popular fiction - fantasy,3.0,baby boy name door step family member find wizard h e gos special school meat evil wizard voltmeter fight survival,20
3.0,105088,review_1586850614,Adult,Literary fiction,3.0,book read student old elderly person sure good idea reviewer glad read read preliminary read rate novel fact reason book club choose maybe generational way analogize love young person empathize old wise person doubt enjoy understand important book love absurd,40
3.0,137960,review_1853080770,Young adult,Popular fiction - fantasy,3.0,english translation novel star thing follow format original book print colour respect phonetic proper name original version german,18
3.0,82214,review_221180897,Adult,Popular fiction - historical,3.0,beautifully write captivate character lush insight southern italian aristocracy go guilty need turn page description banquet enjoy chapter spinster sister fuss priest visit chapel end chapter sum entire fate aristocracy,30
3.0,179701,review_117869269,Adult,Literary fiction,3.0,think book interesting deal theme cultural clash leadership writing little different follow way ibo lot proverb something like culture severe woman look tap palm tree oil ground high class man woman beat totally take advantage opinion society contradiction ending understandable admit disappoint think little decide ending sense think ending work end definitely interesting book,54
